,0
2022-04-26,1.3876167475606607
2022-04-27,1.383779288456913
2022-04-28,1.415027483222717
2022-05-06,1.394200501661818
2022-05-09,1.3216577321261813
2022-05-10,1.330986439518017
2022-05-11,1.3091026829044206
2022-05-12,1.301402446794774
2022-05-13,1.3452020574873038
2022-05-16,1.3372599589745842
2022-05-17,1.3736043025765947
2022-05-18,1.3225085171382993
2022-05-19,1.320616966847794
2022-05-20,1.3069860738758428
2022-05-23,1.3365773950872513
2022-05-24,1.3185055782445716
2022-05-25,1.3437644540211362
2022-05-26,1.3777101707405885
2022-05-27,1.4176704099588173
2022-05-31,1.4057313395199018
2022-06-01,1.3989246562563646
2022-06-06,1.4065620297729113
2022-06-07,1.4293887257815021
2022-06-08,1.425266625735631
2022-06-09,1.3991256235245104
2022-06-10,1.3573473512552023
2022-06-13,1.2919616339750355
2022-06-14,1.292767579732206
2022-06-15,1.3187557789215674
2022-06-16,1.2661860931266733
2022-06-17,1.2590667785826253
2022-06-21,1.3279452681270472
2022-06-22,1.3158876363244874
2022-06-23,1.306893004760425
2022-06-24,1.3484133783197894
2022-06-27,1.3519716383469205
2022-06-28,1.3304190013942174
2022-06-29,1.3116612016746356
2022-06-30,1.2931390818707331
2022-07-01,1.2966798748329467
2022-07-05,1.2952393005419807
2022-07-06,1.2995978770527017
2022-07-07,1.3319353026557503
2022-07-08,1.3414295164094685
2022-07-11,1.3142847705969578
2022-07-12,1.3060199757491302
2022-07-13,1.296127743992006
2022-07-14,1.2858485161847462
2022-07-15,1.314105539697273
2022-07-19,1.353487121558154
2022-07-20,1.362980298888773
2022-07-21,1.3878013653280301
2022-07-22,1.366680610573444
2022-07-25,1.3733246250840476
2022-07-26,1.3428875925632051
2022-07-27,1.3918107171035932
2022-07-28,1.4112649656757694
2022-07-29,1.446916036410038
2022-08-01,1.436745973612775
2022-08-02,1.4394406565694549
2022-08-03,1.4494575395805374
2022-08-04,1.4339313387668942
2022-08-05,1.4209207784632634
2022-08-08,1.4105027948766076
2022-08-10,1.4383510073982366
2022-08-12,1.472308576523615
2022-08-16,1.4752511447557946
2022-08-17,1.4654551428787184
2022-08-18,1.4747822021399954
2022-08-19,1.4507247785567337
2022-08-22,1.4249081164004103
2022-08-23,1.4404696922840303
2022-08-24,1.4454676254525325
2022-08-25,1.468122763464485
2022-08-26,1.4176000463154612
2022-08-30,1.3852130020543214
2022-09-01,1.359906171393804
2022-09-02,1.347126317247764
2022-09-06,1.3455039192409721
2022-09-07,1.3646985826770894
2022-09-08,1.376411097935915
2022-09-09,1.402159006842222
2022-09-13,1.3519496256281538
2022-09-14,1.3733572906418094
2022-09-15,1.366483049290626
2022-09-16,1.3616233807725333
2022-09-20,1.3601761673204769
2022-09-21,1.3370986779333078
2022-09-22,1.3173936057737368
2022-09-26,1.2676412435898468
2022-09-27,1.2785087080615751
2022-09-28,1.308299062066157
2022-09-29,1.2708643755446973
2022-09-30,1.2555185339376222
2022-10-11,1.222186161238541
2022-10-12,1.2238086996470199
2022-10-13,1.2615733142041088
2022-10-14,1.2214891031085418
2022-10-17,1.2723443280657403
2022-10-18,1.2866040127216924
2022-10-19,1.290245069740366
2022-10-20,1.2718661342677051
2022-10-21,1.3053321113665362
2022-10-24,1.3109706770556528
2022-10-25,1.3321808741002357
2022-10-27,1.3322206173625362
2022-10-28,1.3684969537884255
2022-10-31,1.3609322450417356
2022-11-01,1.360447616087943
2022-11-02,1.3237062426900292
2022-11-04,1.3343787919985852
2022-11-07,1.331511570955082
2022-11-09,1.2800962494478576
2022-11-10,1.34873216308481
2022-11-11,1.3589319557581934
2022-11-14,1.3446635484825482
2022-11-15,1.3612592381537112
2022-11-16,1.340380973517285
2022-11-17,1.333636987927128
2022-11-18,1.3309258887981135
2022-11-21,1.3020450622569528
2022-11-22,1.3260405092044063
2022-11-25,1.3567089688189775
2022-11-28,1.3383067132580957
2022-11-29,1.3365047812386628
2022-11-30,1.392130867639422
2022-12-01,1.3878531245163015
2022-12-02,1.3856952625434458
2022-12-05,1.3524235952532606
2022-12-06,1.331277343355668
2022-12-07,1.3229342223769742
2022-12-08,1.3349303553206666
2022-12-09,1.331727628714284
2022-12-12,1.3354892891638623
2022-12-13,1.333566637699281
2022-12-14,1.3213599218362113
2022-12-15,1.2982476092073005
2022-12-16,1.2797321562961197
2022-12-19,1.2750328516277913
2022-12-20,1.2609091489032849
2022-12-21,1.2752109782729197
2022-12-22,1.2341328428671081
2022-12-23,1.2409702091222046
2022-12-28,1.2090930339526673
2022-12-29,1.2400859780220517
2022-12-30,1.2472956982758239
2023-01-04,1.2223181762964888
2023-01-05,1.208971486591387
2023-01-06,1.2323246958910867
2023-01-10,1.251215397133365
2023-01-11,1.2701128436179996
2023-01-12,1.280379898609699
2023-01-13,1.2837433959406739
2023-01-17,1.3031915678309265
2023-01-18,1.274853872825711
2023-01-19,1.265454252683206
2023-01-20,1.298264635683404
2023-01-30,1.3911637699449515
2023-01-31,1.4196307654192104
2023-02-01,1.4400738337387635
2023-02-02,1.4484144259531262
2023-02-03,1.4476832385318945
2023-02-06,1.4579685142667467
2023-02-07,1.4857461382947947
2023-02-08,1.480469990901312
2023-02-09,1.4817293150892714
2023-02-10,1.4766947180095569
2023-02-13,1.480313485644276
2023-02-14,1.5121016976328763
2023-02-15,1.521348126027478
2023-02-16,1.488896284551028
2023-02-17,1.4892973658641524
2023-02-21,1.454131818468955
2023-02-22,1.4538647022680258
2023-02-24,1.4698905488947984
2023-02-27,1.4898247435436025
2023-02-28,1.482151115725117
2023-03-01,1.4741887578931765
2023-03-02,1.4643782753020576
2023-03-03,1.4901354878844266
2023-03-06,1.4855929596080781
2023-03-08,1.4465414894334787
2023-03-09,1.4108211443471745
2023-03-10,1.4049622270481446
2023-03-13,1.40600585582013
2023-03-14,1.4351082955363195
2023-03-15,1.4072948942466508
2023-03-16,1.4369760014093345
2023-03-17,1.417578807418008
2023-03-20,1.4383272336041004
2023-03-22,1.4593350081645546
2023-03-23,1.4596361686461532
2023-03-24,1.4554571953204058
2023-03-27,1.4672159927412984
2023-03-28,1.4623577933084875
2023-03-29,1.479035725215705
2023-03-31,1.5106309831943476
2023-04-03,1.531377523455363
2023-04-06,1.5149310065021864
2023-04-11,1.52171832695625
2023-04-12,1.5121710785100684
2023-04-13,1.5276985693462406
2023-04-17,1.53709234250968
2023-04-18,1.547764674817969
2023-04-19,1.5341206573206674
2023-04-20,1.5056083160228053
2023-04-21,1.5059685477584743
2023-04-24,1.513312601757736
2023-04-25,1.4922451871483138
2023-04-26,1.4682214945027465
2023-04-27,1.4981802785514728
2023-04-28,1.5136684259361366
2023-05-09,1.4841761867059273
2023-05-10,1.4876184891109234
2023-05-11,1.4883194161551372
2023-05-12,1.4834757857884016
2023-05-15,1.4852512879385162
2023-05-16,1.4756344466076907
2023-05-17,1.5089665989076189
2023-05-18,1.52463742394222
2023-05-19,1.527187855724351
2023-05-22,1.531499641590359
2023-05-23,1.5222761481393454
2023-05-24,1.5192447308175436
2023-05-25,1.5495216046929536
2023-05-26,1.5639026130700782
2023-05-30,1.5697057143452884
2023-05-31,1.5530760951524691
2023-06-01,1.5805763818925787
2023-06-02,1.6077243565955317
2023-06-05,1.6068357955310486
2023-06-06,1.6141113731558654
2023-06-07,1.6184704854050422
2023-06-08,1.6342696578109284
2023-06-09,1.642401855386151
2023-06-12,1.647192639962721
2023-06-13,1.6631642498921833
2023-06-14,1.6453616796801303
2023-06-15,1.6568070562205561
2023-06-16,1.6530347262712466
2023-06-20,1.6595663846661597
2023-06-21,1.6527379227086831
2023-06-26,1.6157995361531208
2023-06-27,1.630351461723608
2023-06-28,1.6338957943889005
2023-06-30,1.6712148011442522
2023-07-03,1.6712148011442522
2023-07-05,1.6709453429209817
2023-07-06,1.6479921616105893
2023-07-07,1.6434907243606205
2023-07-10,1.6364033623048966
2023-07-11,1.6468659494121016
2023-07-12,1.6547065900333777
2023-07-13,1.6769121093005486
2023-07-14,1.6872499906066436
2023-07-18,1.7212235471541761
2023-07-19,1.7179702914209207
2023-07-20,1.685587498369616
2023-07-21,1.6742989728438575
2023-07-24,1.699729659003436
2023-07-25,1.678887607514672
2023-07-26,1.6835189374158777
2023-07-27,1.6715819066559623
2023-07-28,1.6970081108456818
2023-07-31,1.7107495690071022
2023-08-01,1.6972787184526337
2023-08-02,1.6570978242309322
2023-08-03,1.669410195681628
2023-08-04,1.66126421574385
2023-08-07,1.673470389407311
2023-08-08,1.6663840080059118
2023-08-09,1.643767389843259
2023-08-10,1.6452014900998113
2023-08-14,1.656400119997705
2023-08-16,1.607977213525829
2023-08-17,1.599478852578528
2023-08-18,1.5949462096788043
2023-08-21,1.652545274333716
2023-08-22,1.6407746436463542
2023-08-23,1.6636645550869646
2023-08-24,1.6441191923772385
2023-08-25,1.6494375445562792
2023-08-29,1.7088699198854498
2023-08-30,1.7191372948417314
2023-08-31,1.7141576749922847
2023-09-01,1.6982253160673375
2023-09-05,1.7085837472110583
2023-09-06,1.6854613476562326
2023-09-07,1.6824640951489305
2023-09-08,1.6750487870924633
2023-09-11,1.6776516600346298
2023-09-12,1.6711879100969391
2023-09-13,1.6800328067469381
2023-09-14,1.696239527380936
2023-09-15,1.6774438953837651
2023-09-20,1.6418742736933103
2023-09-21,1.6138784945249298
2023-09-22,1.6030430521492938
2023-09-25,1.6179001565043716
2023-09-26,1.60503228320467
2023-09-27,1.6162672626898884
2023-09-28,1.631864219936647
2023-10-10,1.677565892613026
2023-10-11,1.680806873724279
2023-10-12,1.6747574291318816
2023-10-13,1.6668244979838518
2023-10-16,1.6795602145386888
2023-10-17,1.6676630093998617
2023-10-18,1.6388564047600196
2023-10-19,1.605009960789258
2023-10-20,1.5734406197616144
2023-10-23,1.5817962986792908
2023-10-25,1.5738447855851239
2023-10-26,1.5483327169562107
2023-10-27,1.5416689569418605
2023-10-30,1.5390997641884738
2023-10-31,1.552035605239772
2023-11-01,1.574219914531857
2023-11-02,1.6157010275930292
2023-11-06,1.632473399874666
2023-11-07,1.638863167108139
2023-11-08,1.6436557996084504
2023-11-09,1.6250165445063305
2023-11-10,1.6491737349127542
2023-11-13,1.66532121424472
2023-11-15,1.696983025421594
2023-11-16,1.692755383246856
2023-11-17,1.6932085921313362
2023-11-20,1.701632167086939
