Price,Close,Dividends,High,Low,Open,Stock Splits,Volume
Ticker,RTX,RTX,RTX,RTX,RTX,RTX,RTX
Date,,,,,,,
2015-11-18,48.70082473754883,0.0,48.775587662238685,48.267196148892666,48.660950774885904,0.0,6676978
2015-11-19,48.99488830566406,0.0,49.28895798808007,48.76062955973329,48.830407475026654,0.0,6938527
2015-11-20,48.95501708984375,0.0,49.61791638589432,48.9151431299537,49.16435386866036,0.0,7783240
2015-11-23,48.89021682739258,0.0,49.1344425442182,48.79053193648048,48.93507578360603,0.0,6637412
2015-11-24,48.5263671875,0.0,48.785547892901135,48.077786707988594,48.63103405261845,0.0,8491775
2015-11-25,48.48152542114258,0.0,48.87029510646726,48.4715584395457,48.55130637717261,0.0,6890540
2015-11-27,48.247257232666016,0.0,48.431675057889315,48.117668369814766,48.35192713576166,0.0,3050403
2015-11-30,47.87344741821289,0.0,48.471553872851786,47.818621471563006,48.37685396114512,0.0,8836429
2015-12-01,48.19742202758789,0.0,48.571239701743664,47.858493318211764,47.86846332027037,0.0,7302250
2015-12-02,47.474708557128906,0.0,48.26221786948974,47.41489760854912,48.07780002273221,0.0,6185183
2015-12-03,47.20057678222656,0.0,47.748839255393456,47.05104790662413,47.49962849100621,0.0,9664298
2015-12-04,47.71394348144531,0.0,48.16252400179641,47.245425981940556,47.34511087770882,0.0,14664722
2015-12-07,47.80366134643555,0.0,47.97312416916198,47.53451362174876,47.659120504502305,0.0,7438427
2015-12-08,46.96631622314453,0.0,47.50959367496599,46.80183537256499,47.34013084498441,0.0,11141750
2015-12-09,46.93143081665039,0.0,47.63918917266901,46.45792823149877,46.64234305608215,0.0,10982215
2015-12-10,46.78688430786133,0.0,47.18562091936727,45.67041937867466,46.88656921604095,0.0,9238605
2015-12-11,46.502784729003906,0.0,47.165684083322674,46.3183668929992,46.35824085639413,0.0,15798791
2015-12-14,46.368202209472656,0.0,46.63734990158202,45.95451067171315,46.50277605552734,0.0,10722890
2015-12-15,46.482845306396484,0.0,47.18063660795278,46.46789030499928,46.69218209262089,0.0,10516002
2015-12-16,47.41489791870117,0.0,47.56442680173511,46.57256567448155,46.83672843319402,0.0,15680729
2015-12-17,46.78688430786133,0.0,47.71394942211299,46.771932326937524,47.41489469757412,0.0,7630855
