Price,Close,Dividends,High,Low,Open,Stock Splits,Volume
Ticker,CL=F,CL=F,CL=F,CL=F,CL=F,CL=F,CL=F
Date,,,,,,,
2015-11-18,40.75,0.0,41.54999923706055,39.90999984741211,41.11000061035156,0.0,251518
2015-11-19,40.540000915527344,0.0,41.04999923706055,39.88999938964844,40.720001220703125,0.0,131356
2015-11-20,40.38999938964844,0.0,40.9900016784668,38.9900016784668,40.540000915527344,0.0,432642
2015-11-23,41.75,0.0,42.75,40.40999984741211,41.4900016784668,0.0,516190
2015-11-24,42.869998931884766,0.0,43.459999084472656,41.86000061035156,42.040000915527344,0.0,430304
2015-11-25,43.040000915527344,0.0,43.25,41.720001220703125,42.689998626708984,0.0,383158
2015-11-27,41.709999084472656,0.0,43.29999923706055,41.66999816894531,43.25,0.0,316475
2015-11-30,41.650001525878906,0.0,42.61000061035156,41.5,41.77000045776367,0.0,369509
2015-12-01,41.849998474121094,0.0,42.22999954223633,41.16999816894531,41.72999954223633,0.0,415537
2015-12-02,39.939998626708984,0.0,41.970001220703125,39.84000015258789,41.689998626708984,0.0,545289
2015-12-03,41.08000183105469,0.0,41.779998779296875,40.06999969482422,40.150001525878906,0.0,496884
2015-12-04,39.970001220703125,0.0,42.0,39.599998474121094,41.310001373291016,0.0,510758
2015-12-07,37.650001525878906,0.0,40.150001525878906,37.5,40.099998474121094,0.0,635413
2015-12-08,37.5099983215332,0.0,38.58000183105469,36.63999938964844,37.68000030517578,0.0,767184
2015-12-09,37.15999984741211,0.0,38.9900016784668,36.869998931884766,37.86000061035156,0.0,646166
2015-12-10,36.7599983215332,0.0,37.540000915527344,36.380001068115234,37.27000045776367,0.0,513940
2015-12-11,35.619998931884766,0.0,36.84000015258789,35.15999984741211,36.630001068115234,0.0,505406
2015-12-14,36.310001373291016,0.0,36.70000076293945,34.529998779296875,35.400001525878906,0.0,550476
2015-12-15,37.349998474121094,0.0,37.880001068115234,36.029998779296875,36.31999969482422,0.0,474159
2015-12-16,35.52000045776367,0.0,37.349998474121094,35.290000915527344,36.790000915527344,0.0,402967
2015-12-17,34.95000076293945,0.0,35.84000015258789,34.630001068115234,35.79999923706055,0.0,196227
2015-12-18,34.72999954223633,0.0,35.56999969482422,34.290000915527344,34.869998931884766,0.0,116038
2015-12-21,34.7400016784668,0.0,34.86000061035156,33.97999954223633,34.58000183105469,0.0,298080
2015-12-22,36.13999938964844,0.0,36.540000915527344,35.65999984741211,35.79999923706055,0.0,302263
2015-12-23,37.5,0.0,37.95000076293945,36.279998779296875,36.470001220703125,0.0,374658
2015-12-24,38.099998474121094,0.0,38.279998779296875,37.380001068115234,37.86000061035156,0.0,205873
2015-12-28,36.810001373291016,0.0,38.09000015258789,36.599998474121094,38.0,0.0,220644
2015-12-29,37.869998931884766,0.0,37.939998626708984,36.65999984741211,36.70000076293945,0.0,241945
2015-12-30,36.599998474121094,0.0,37.400001525878906,36.400001525878906,37.36000061035156,0.0,267912
2015-12-31,37.040000915527344,0.0,37.790000915527344,36.220001220703125,36.810001373291016,0.0,283623
2016-01-04,36.7599983215332,0.0,38.38999938964844,36.33000183105469,37.599998474121094,0.0,431985
2016-01-05,35.970001220703125,0.0,37.099998474121094,35.7400016784668,36.900001525878906,0.0,410131
2016-01-06,33.970001220703125,0.0,36.38999938964844,33.77000045776367,36.18000030517578,0.0,563811
2016-01-07,33.27000045776367,0.0,34.2599983215332,32.099998474121094,34.09000015258789,0.0,617409
2016-01-08,33.15999984741211,0.0,34.34000015258789,32.63999938964844,33.29999923706055,0.0,596496
2016-01-11,31.40999984741211,0.0,33.20000076293945,30.8799991607666,32.939998626708984,0.0,648640
2016-01-12,30.440000534057617,0.0,32.209999084472656,29.93000030517578,31.110000610351562,0.0,627218
2016-01-13,30.479999542236328,0.0,31.709999084472656,30.100000381469727,30.540000915527344,0.0,637903
2016-01-14,31.200000762939453,0.0,31.770000457763672,30.280000686645508,30.600000381469727,0.0,537906
2016-01-15,29.420000076293945,0.0,31.18000030517578,29.1299991607666,31.18000030517578,0.0,329094
2016-01-19,28.459999084472656,0.0,30.209999084472656,28.209999084472656,29.200000762939453,0.0,188026
2016-01-20,26.549999237060547,0.0,28.579999923706055,26.190000534057617,28.329999923706055,0.0,690039
2016-01-21,29.530000686645508,0.0,30.25,27.8700008392334,28.350000381469727,0.0,694040
2016-01-22,32.189998626708984,0.0,32.349998474121094,29.530000686645508,29.84000015258789,0.0,636573
2016-01-25,30.34000015258789,0.0,32.7400016784668,29.68000030517578,32.04999923706055,0.0,606892
2016-01-26,31.450000762939453,0.0,32.40999984741211,29.25,29.809999465942383,0.0,642432
2016-01-27,32.29999923706055,0.0,32.84000015258789,30.139999389648438,30.549999237060547,0.0,738551
2016-01-28,33.220001220703125,0.0,34.81999969482422,31.739999771118164,32.189998626708984,0.0,833378
2016-01-29,33.619998931884766,0.0,34.400001525878906,32.650001525878906,33.70000076293945,0.0,618110
2016-02-01,31.6200008392334,0.0,34.18000030517578,31.290000915527344,33.83000183105469,0.0,595612
2016-02-02,29.8799991607666,0.0,31.530000686645508,29.56999969482422,31.3700008392334,0.0,602564
2016-02-03,32.279998779296875,0.0,32.75,29.399999618530273,29.75,0.0,811699
