Price,Close,Dividends,High,Low,Open,Stock Splits,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,,,
2015-12-28,0.8083701133728027,0.0,0.8083701133728027,0.7893439414695138,0.8005645297370835,0.0,142024000
2015-12-29,0.8215419054031372,0.0,0.8239811604936232,0.806662408641672,0.8088577556700381,0.0,203660000
2015-12-30,0.8144680857658386,0.0,0.8278840184606137,0.814224177692467,0.820810160924953,0.0,180344000
2015-12-31,0.8039794564247131,0.0,0.816907517611796,0.8039794564247131,0.8132486630943279,0.0,148528000
2016-01-04,0.7895879149436951,0.0,0.7947103350807067,0.7815383643532768,0.7876365334123907,0.0,358076000
2016-01-05,0.8022720217704773,0.0,0.8156879580107365,0.7927589065177362,0.80446736948029,0.0,490272000
2016-01-06,0.7690979242324829,0.0,0.7927586937898731,0.7600726276772389,0.7890997819220131,0.0,449344000
2016-01-07,0.7386070489883423,0.0,0.7549500495090842,0.7288499721236346,0.7498275739777394,0.0,645304000
2016-01-08,0.7227522134780884,0.0,0.7488522453090868,0.7212886483339032,0.7481204627369942,0.0,398472000
2016-01-11,0.7239717245101929,0.0,0.7290942018934896,0.7110436642321294,0.7234839082922674,0.0,409372000
2016-01-12,0.7361682653427124,0.0,0.7469010401621228,0.7310458442855806,0.7369000480875113,0.0,469356000
2016-01-13,0.7137269377708435,0.0,0.7466569192808498,0.7129951552344928,0.7417783496530301,0.0,481672000
2016-01-14,0.6993352174758911,0.0,0.7073847661372521,0.678601517431431,0.6990912512256063,0.0,600236000
2016-01-15,0.6612829566001892,0.0,0.6793334984186511,0.6498184586484688,0.6712839474046426,0.0,841452000
2016-01-19,0.6666492819786072,0.0,0.6939689712790597,0.663966059783231,0.6749427403945292,0.0,457140000
2016-01-20,0.6703080534934998,0.0,0.6788454771482242,0.6451837150670011,0.6539650468341219,0.0,481180000
2016-01-21,0.6781135201454163,0.0,0.6886023223129522,0.6637218984017046,0.6776257040461604,0.0,481456000
2016-01-22,0.693968653678894,0.0,0.6986032552076205,0.6895779601812307,0.6910415246804519,0.0,257996000
2016-01-25,0.6932370662689209,0.0,0.7017744894762719,0.6917735013583536,0.6937249406245892,0.0,270728000
2016-01-26,0.7000669240951538,0.0,0.7029940537732303,0.6876267392761982,0.69470059722726,0.0,227944000
2016-01-27,0.6917736530303955,0.0,0.7012867688784054,0.6786016822601976,0.6990914210312222,0.0,231700000
2016-01-28,0.6842119097709656,0.0,0.6998231350103357,0.6707959740070206,0.6973838792492951,0.0,276776000
2016-01-29,0.7144585847854614,0.0,0.7159221496996805,0.6873828664981605,0.6900660300699368,0.0,310504000
2016-02-01,0.7147027850151062,0.0,0.7183616403420192,0.7076289243848958,0.7137270941383599,0.0,289884000
2016-02-02,0.6844558119773865,0.0,0.7110437169895899,0.6795773004975204,0.7073848624579124,0.0,341908000
2016-02-03,0.6878708004951477,0.0,0.6939689692965474,0.6720156662931147,0.6898222401004326,0.0,326772000
2016-02-04,0.6881146430969238,0.0,0.703725866350664,0.6812846929408619,0.688846367391366,0.0,348140000
2016-02-05,0.6446957588195801,0.0,0.691041667363272,0.6427443778553215,0.6834799934312282,0.0,600428000
2016-02-08,0.6151806712150574,0.0,0.638109654921004,0.6061553760287715,0.6349386178353192,0.0,608852000
2016-02-09,0.6217669248580933,0.0,0.6476230489019948,0.6049360417840812,0.6078631721122391,0.0,425372000
2016-02-10,0.6203032732009888,0.0,0.6437201380917383,0.6168883270652719,0.6256696586688579,0.0,335800000
2016-02-11,0.6171322464942932,0.0,0.6234743226663628,0.6044480941501541,0.6044480941501541,0.0,340144000
2016-02-12,0.627621054649353,0.0,0.6288407115302733,0.603716314822573,0.626889272152089,0.0,340816000
2016-02-16,0.6583556532859802,0.0,0.6593314020034606,0.6346948809376215,0.6366462620597063,0.0,485352000
2016-02-17,0.6746987104415894,0.0,0.6810407862580998,0.6639659399106774,0.6666491616216241,0.0,771468000
