Price,Close,Dividends,High,Low,Open,Stock Splits,Volume
Ticker,XOM,XOM,XOM,XOM,XOM,XOM,XOM
Date,,,,,,,
2015-11-18,52.10194396972656,0.0,52.205195171841275,51.35984195521401,51.55343549753495,0.0,10884600
2015-11-19,51.81800079345703,0.0,52.12774448019691,51.650220091222096,51.953514271816616,0.0,9453300
2015-11-20,51.4889030456543,0.0,52.2310050181937,51.39856071055781,51.992240319274124,0.0,10144400
2015-11-23,51.80510330200195,0.0,52.08258474904039,51.01783013025157,51.36629554676181,0.0,11868400
2015-11-24,52.83757400512695,0.0,53.14086815649998,51.75346135941413,51.85025809842694,0.0,15055500
2015-11-25,52.431053161621094,0.0,53.02473282813882,52.33425638651117,52.46332039442056,0.0,8980400
2015-11-27,52.418148040771484,0.0,52.43750641069936,51.92126023727691,51.99869864027679,0.0,4156600
2015-11-30,52.69562530517578,0.0,53.334476078413374,52.4310478084411,52.540748511497334,0.0,17729200
2015-12-01,52.84402847290039,0.0,52.99890030146308,52.44393758221956,52.76014059144699,0.0,13917000
2015-12-02,51.33402633666992,0.0,52.68271172871216,51.2501335167809,52.46975984893047,0.0,16300000
2015-12-03,50.59837341308594,0.0,51.5276093754391,50.3466999038192,51.44372148787487,0.0,14870300
2015-12-04,50.88877487182617,0.0,50.96621327795791,49.70786502558218,49.91436251864491,0.0,20156400
2015-12-07,49.55942916870117,0.0,50.011140728547545,48.88185690564486,49.90144005305439,0.0,17676100
2015-12-08,48.15912628173828,0.0,49.269052036007174,47.61707226590727,48.572121224263256,0.0,24217600
2015-12-09,48.80441665649414,0.0,49.81109583070807,48.223646079904704,48.29462510234112,0.0,22036300
2015-12-10,48.843143463134766,0.0,50.01114409162934,48.733437856977524,48.914127416353594,0.0,20142400
2015-12-11,47.97198486328125,0.0,48.746354035598735,47.97198486328126,48.28173351686581,0.0,20473100
2015-12-14,49.06254577636719,0.0,49.185155320347,47.81065231173548,47.946170714706426,0.0,21976500
2015-12-15,51.256587982177734,0.0,51.36628867549105,49.90144815921826,49.965977689209176,0.0,24366800
2015-12-16,51.07589340209961,0.0,51.372733120995974,50.3337916432154,51.004909455919325,0.0,17233900
2015-12-17,50.3079833984375,0.0,51.12752360630334,50.30152896912323,50.99200520713888,0.0,17362900
2015-12-18,49.86918258666992,0.0,50.83714033850214,49.72721466200849,50.05632167615201,0.0,28836000
2015-12-21,49.856285095214844,0.0,50.39833914314209,49.46264849804886,50.19829609068633,0.0,14460500
2015-12-22,50.107940673828125,0.0,50.26926694455951,49.82400486188901,50.14020297400216,0.0,13855800
2015-12-23,51.74703598022461,0.0,51.766394352395416,50.540313240925464,50.77262355355299,0.0,15184200
2015-12-24,51.19205093383789,0.0,51.798634334611364,51.056537463772955,51.798634334611364,0.0,5848300
2015-12-28,50.81132507324219,0.0,50.888763462011404,50.275725551606115,50.41123903948663,0.0,9715800
2015-12-29,51.08235168457031,0.0,51.67603116715124,50.87584933589489,51.61795115076453,0.0,8839000
2015-12-30,50.404808044433594,0.0,50.972675056231864,50.31446567717682,50.54032159531876,0.0,9314600
2015-12-31,50.30153274536133,0.0,50.61773580276702,49.965976245134,50.017601836949716,0.0,10285500
2016-01-04,49.98534393310547,0.0,50.29509261847797,49.34003868492705,50.0111567338272,0.0,20400100
2016-01-05,50.41124725341797,0.0,50.424151192004985,49.636878009413756,49.81111318171222,0.0,11993500
2016-01-06,49.99177551269531,0.0,50.101476173151894,49.42390400296979,49.45617121994459,0.0,18826900
2016-01-07,49.19160842895508,0.0,50.32734182531876,48.97865657090424,49.08190282362501,0.0,21263800
2016-01-08,48.197837829589844,0.0,49.46263519110642,48.07522828937315,49.2690416984787,0.0,19033600
2016-01-11,47.55253219604492,0.0,48.47531864331496,46.823334315852755,48.404334691733645,0.0,21353000
2016-01-12,48.52694320678711,0.0,48.668911121358065,47.20407066061313,47.83001741670106,0.0,21864100
2016-01-13,48.81733703613281,0.0,49.727214764623064,48.359170956781306,48.94639610066167,0.0,26052700
2016-01-14,51.056549072265625,0.0,51.57279027703787,48.91413601040533,49.178708581652415,0.0,33806700
2016-01-15,50.06278610229492,0.0,50.44351386419003,49.236796110200245,49.2561544813761,0.0,28342100
2016-01-19,49.30131530761719,0.0,50.48867444122243,48.52049665324442,50.28863141667295,0.0,22684500
2016-01-20,47.223445892333984,0.0,48.86252207845967,46.17159994015526,48.44307261468171,0.0,33300800
2016-01-21,47.81710433959961,0.0,48.39142545367982,46.85560117111397,47.21052092623632,0.0,22265600
2016-01-22,49.411014556884766,0.0,49.5400736160504,48.21720102809627,49.31421780086677,0.0,22530300
2016-01-25,47.73967742919922,0.0,49.262593062258645,47.6880518353226,48.88186538481569,0.0,17086600
2016-01-26,49.494911193847656,0.0,49.54008236486164,47.913915285069805,48.24947185213249,0.0,18724700
2016-01-27,48.58503341674805,0.0,49.991799074704666,48.217209616989535,49.04319955867261,0.0,18106100
2016-01-28,49.682029724121094,0.0,50.11438780844465,48.7979650401027,49.91433991402181,0.0,16157700
2016-01-29,50.23701095581055,0.0,50.23701095581055,49.20452357688759,49.514272252208556,0.0,25161900
2016-02-01,49.230323791503906,0.0,49.552976322639765,48.68181547323033,49.469088436927734,0.0,16754200
2016-02-02,48.1333122253418,0.0,48.797980713044375,47.46219915373194,47.875194085470895,0.0,21404200
2016-02-03,50.6435546875,0.0,50.67581699379813,47.920365932907345,48.739901377542274,0.0,25873700
