Price,Capital Gains,Close,Dividends,High,Low,Open,Stock Splits,Volume
Ticker,DAX,DAX,DAX,DAX,DAX,DAX,DAX,DAX
Date,,,,,,,,
2016-01-27,0.0,18.260759353637695,0.0,18.265506105999535,18.260759353637695,18.265506105999535,0.0,700
2016-01-28,0.0,17.996540069580078,0.0,18.02818306206833,17.90161260093625,17.956987837790688,0.0,5400
2016-01-29,0.0,18.067739486694336,0.0,18.067739486694336,18.067739486694336,18.067739486694336,0.0,500
2016-02-01,0.0,18.075654983520508,0.0,18.154760995051827,17.98072746791859,18.044011975379313,0.0,14000
2016-02-02,0.0,17.817771911621094,0.0,17.839130793285197,17.817771911621094,17.82251866506241,0.0,400
2016-02-03,0.0,17.775047302246094,0.0,17.814601050986592,17.713345566560648,17.814601050986592,0.0,800
2016-02-04,0.0,17.884212493896484,0.0,17.884212493896484,17.703851031324582,17.703851031324582,0.0,1000
2016-02-05,0.0,17.56147003173828,0.0,17.69515768147521,17.56147003173828,17.69515768147521,0.0,500
2016-02-08,0.0,17.05518913269043,0.0,17.252953390055463,16.984786010643695,17.252953390055463,0.0,3900
2016-02-09,0.0,17.110565185546875,0.0,17.205492705735953,16.841607147458273,16.841607147458273,0.0,8500
2016-02-10,0.0,17.30990982055664,0.0,17.30990982055664,17.221311819893916,17.221311819893916,0.0,900
2016-02-11,0.0,16.978452682495117,0.0,17.027498424551972,16.92861631812737,17.015633054603807,0.0,3200
2016-02-12,0.0,17.181760787963867,0.0,17.181760787963867,17.153283285755354,17.153283285755354,0.0,1000
2016-02-16,0.0,17.181760787963867,0.0,17.181760787963867,17.181760787963867,17.181760787963867,0.0,100
2016-02-17,0.0,17.782958984375,0.0,17.803527236562722,17.695943750226068,17.695943750226068,0.0,2300
2016-02-18,0.0,17.90953254699707,0.0,18.012370816578418,17.846248038339976,18.012370816578418,0.0,1600
2016-02-19,0.0,17.74262237548828,0.0,17.80669751293064,17.656396224487366,17.80669751293064,0.0,900
2016-02-22,0.0,17.93326187133789,0.0,17.969650118381107,17.901618867772346,17.901618867772346,0.0,4300
2016-02-23,0.0,17.759231567382812,0.0,17.767140810205042,17.759231567382812,17.767140810205042,0.0,5000
2016-02-24,0.0,17.41907501220703,0.0,17.41907501220703,17.177802392581366,17.292506016472494,0.0,500
2016-02-25,0.0,17.41907501220703,0.0,17.41907501220703,17.41907501220703,17.41907501220703,0.0,0
2016-02-26,0.0,17.680124282836914,0.0,17.767139526991233,17.680124282836914,17.767139526991233,0.0,2900
2016-02-29,0.0,17.514005661010742,0.0,17.727591463906446,17.466542652196758,17.727591463906446,0.0,1000
2016-03-01,0.0,18.028188705444336,0.0,18.028188705444336,17.94908270828203,17.94908270828203,0.0,3400
2016-03-02,0.0,17.885799407958984,0.0,17.91744090364626,17.885799407958984,17.901619401391873,0.0,2900
2016-03-03,0.0,18.225955963134766,0.0,18.225955963134766,18.075654694510575,18.09543081987179,0.0,600
2016-03-04,0.0,18.36833953857422,0.0,18.41580403598944,18.320876549980202,18.39207178728183,0.0,900
2016-03-07,0.0,18.23386001586914,0.0,18.23386001586914,18.178486277091476,18.19430777640544,0.0,2500
2016-03-08,0.0,18.131031036376953,0.0,18.256017313200008,18.131031036376953,18.256017313200008,0.0,5100
2016-03-09,0.0,18.186399459838867,0.0,18.225953213415533,18.186399459838867,18.1943102105542,0.0,2100
2016-03-10,0.0,18.099382400512695,0.0,18.510732377729695,18.079606278474095,18.411850258715305,0.0,3600
2016-03-11,0.0,18.763870239257812,0.0,18.763870239257812,18.550286010276693,18.550286010276693,0.0,3600
2016-03-14,0.0,18.835065841674805,0.0,18.835065841674805,18.748050601858335,18.748050601858335,0.0,2300
2016-03-15,0.0,18.744890213012695,0.0,18.744890213012695,18.605665187760966,18.605665187760966,0.0,1900
2016-03-16,0.0,18.961637496948242,0.0,19.024922002436426,18.668947224873506,18.668947224873506,0.0,2800
2016-03-17,0.0,19.056568145751953,0.0,19.056568145751953,18.835071585680566,18.977462123667753,0.0,3000
2016-03-18,0.0,19.02729606628418,0.0,19.064476450152302,19.02729606628418,19.064476450152302,0.0,2200
2016-03-21,0.0,18.977460861206055,0.0,19.024923867770383,18.977460861206055,19.024923867770383,0.0,1800
2016-03-22,0.0,18.977460861206055,0.0,19.056566878027787,18.819250336384368,18.819250336384368,0.0,6500
2016-03-23,0.0,19.062103271484375,0.0,19.062103271484375,19.057356518426054,19.057356518426054,0.0,1100
2016-03-24,0.0,18.70849609375,0.0,18.771780587800578,18.70849609375,18.771780587800578,0.0,1200
2016-03-28,0.0,18.740140914916992,0.0,18.740140914916992,18.672109662280686,18.672109662280686,0.0,2100
2016-03-29,0.0,18.78523063659668,0.0,18.78523063659668,18.78523063659668,18.78523063659668,0.0,200
2016-03-30,0.0,19.33343505859375,0.0,19.40621156007598,19.25432905046231,19.27015055385292,0.0,2400
2016-03-31,0.0,19.22268295288086,0.0,19.30178894829291,19.22268295288086,19.30178894829291,0.0,3500
2016-04-01,0.0,18.977460861206055,0.0,18.977460861206055,18.842981085255644,18.842981085255644,0.0,2300
2016-04-04,0.0,18.98853302001953,0.0,19.055773653223465,18.969547518222043,19.055773653223465,0.0,1200
2016-04-05,0.0,18.400781631469727,0.0,18.506783913918444,18.399991008795137,18.506783913918444,0.0,3800
2016-04-06,0.0,18.661033630371094,0.0,18.73222887680253,18.431626389909482,18.431626389909482,0.0,4300
2016-04-07,0.0,18.510732650756836,0.0,18.510732650756836,18.494911149364036,18.494911149364036,0.0,800
2016-04-08,0.0,18.63730239868164,0.0,18.724319151042998,18.59933139733045,18.724319151042998,0.0,1200
2016-04-11,0.0,18.779695510864258,0.0,18.779695510864258,18.779695510864258,18.779695510864258,0.0,1200
2016-04-12,0.0,18.629392623901367,0.0,18.716409380822665,18.629392623901367,18.716409380822665,0.0,1200
2016-04-13,0.0,19.167308807373047,0.0,19.167308807373047,19.080293572181134,19.080293572181134,0.0,4700
2016-04-14,0.0,19.262237548828125,0.0,19.262237548828125,19.254326798058234,19.262237548828125,0.0,400
2016-04-15,0.0,19.167308807373047,0.0,19.22742930227442,19.159398057115357,19.206862558661495,0.0,1800
2016-04-18,0.0,19.420452117919922,0.0,19.420452117919922,19.285972344220973,19.29942047247304,0.0,3100
2016-04-19,0.0,19.89508628845215,0.0,19.916445168692064,19.82389102686691,19.82389102686691,0.0,2400
2016-04-20,0.0,19.98210334777832,0.0,19.98210334777832,19.934640342298955,19.934640342298955,0.0,1600
2016-04-21,0.0,19.90299415588379,0.0,19.942546402666377,19.77642515559371,19.77642515559371,0.0,400
2016-04-22,0.0,19.7131404876709,0.0,19.76060348517035,19.7131404876709,19.76060348517035,0.0,800
2016-04-25,0.0,19.657764434814453,0.0,19.657764434814453,19.52328470031196,19.62612143430972,0.0,3400
2016-04-26,0.0,19.634037017822266,0.0,19.68941077351581,19.634037017822266,19.634037017822266,0.0,1200
2016-04-27,0.0,19.69731903076172,0.0,19.69731903076172,19.657766784225004,19.657766784225004,0.0,500
2016-04-28,0.0,19.69731903076172,0.0,19.69731903076172,19.69731903076172,19.69731903076172,0.0,0
2016-04-29,0.0,19.524866104125977,0.0,19.524866104125977,19.49955260880873,19.49955260880873,0.0,600
2016-05-02,0.0,19.760608673095703,0.0,19.800162438747545,19.689413403744272,19.689413403744272,0.0,5800
2016-05-03,0.0,19.412540435791016,0.0,19.428360429845846,19.380897430038235,19.428360429845846,0.0,2400
2016-05-04,0.0,19.092954635620117,0.0,19.225061031479232,19.080298638904114,19.198956906636177,0.0,1400
2016-05-05,0.0,18.937908172607422,0.0,19.04786506573152,18.922086667841803,18.9537281685513,0.0,2000
2016-05-06,0.0,19.104026794433594,0.0,19.104026794433594,19.062101170563782,19.062101170563782,0.0,500
2016-05-09,0.0,19.17522621154785,0.0,19.333438253959486,19.17522621154785,19.301795241948415,0.0,4600
2016-05-10,0.0,19.33343505859375,0.0,19.3405536789444,19.278061305548224,19.293881300117224,0.0,3200
2016-05-11,0.0,19.270151138305664,0.0,19.278061890240895,19.26224038637043,19.278061890240895,0.0,2400
2016-05-12,0.0,18.998029708862305,0.0,18.998029708862305,18.922087688946615,18.922087688946615,0.0,1000
2016-05-13,0.0,18.842979431152344,0.0,18.903890560846897,18.83586081064457,18.882533190501928,0.0,2700
2016-05-16,0.0,18.914173126220703,0.0,18.914173126220703,18.914173126220703,18.914173126220703,0.0,200
2016-05-17,0.0,18.763870239257812,0.0,18.976665354653893,18.763870239257812,18.923664985817172,0.0,1800
2016-05-18,0.0,18.763870239257812,0.0,18.763870239257812,18.763870239257812,18.763870239257812,0.0,0
2016-05-19,0.0,18.50677490234375,0.0,18.550283269410723,18.502818773253388,18.550283269410723,0.0,700
2016-05-20,0.0,18.700586318969727,0.0,18.724318571284773,18.700586318969727,18.70849706974141,0.0,700
2016-05-23,0.0,18.621484756469727,0.0,18.621484756469727,18.589841748408247,18.589841748408247,0.0,700
2016-05-24,0.0,18.960847854614258,0.0,18.960847854614258,18.73223269874162,18.73223269874162,0.0,2500
2016-05-25,0.0,19.19183921813965,0.0,19.192629840829532,19.183137842085117,19.192629840829532,0.0,900
2016-05-26,0.0,19.35321044921875,0.0,19.35321044921875,19.35321044921875,19.35321044921875,0.0,300
2016-05-27,0.0,19.301794052124023,0.0,19.301794052124023,19.278063303400415,19.301794052124023,0.0,1300
2016-05-31,0.0,19.2305965423584,0.0,19.40463005972212,19.2305965423584,19.357165550174784,0.0,1100
2016-06-01,0.0,19.2305965423584,0.0,19.23850729394962,19.2305965423584,19.23850729394962,0.0,500
2016-06-02,0.0,19.2305965423584,0.0,19.2305965423584,19.2305965423584,19.2305965423584,0.0,0
2016-06-03,0.0,19.2305965423584,0.0,19.2305965423584,19.2305965423584,19.2305965423584,0.0,0
2016-06-06,0.0,19.409378051757812,0.0,19.409378051757812,19.380900549054605,19.380900549054605,0.0,1400
2016-06-07,0.0,19.657764434814453,0.0,19.66646580730686,19.634032184435902,19.634032184435902,0.0,9500
2016-06-08,0.0,19.689409255981445,0.0,19.689409255981445,19.618214001627976,19.618214001627976,0.0,1200
2016-06-09,0.0,19.261445999145508,0.0,19.261445999145508,19.18313062646871,19.18313062646871,0.0,1600
2016-06-10,0.0,18.55503273010254,0.0,18.709288605628096,18.550287486464995,18.709288605628096,0.0,3600
2016-06-13,0.0,18.320877075195312,0.0,18.43162455469661,18.305055575603344,18.43162455469661,0.0,900
2016-06-14,0.0,18.059831619262695,0.0,18.19431137236784,17.996547118320365,18.19431137236784,0.0,5400
2016-06-15,0.0,18.178491592407227,0.0,18.249686851316056,18.178491592407227,18.249686851316056,0.0,2900
2016-06-16,0.0,18.2655086517334,0.0,18.2655086517334,17.782963335479238,17.869980099740594,0.0,6400
2016-06-17,0.0,18.45615005493164,0.0,18.45615005493164,18.273416687729718,18.407896435771498,0.0,2700
2016-06-20,0.0,18.93157386779785,0.0,19.35716258168185,18.93157386779785,19.35716258168185,0.0,5000
2016-06-21,0.0,19.183134078979492,0.0,19.213984954874324,18.985369810124034,19.11984957329861,0.0,1400
2016-06-22,0.0,19.18154525756836,0.128,19.324689838583268,19.17836295229482,19.320714232233435,0.0,2000
2016-06-23,0.0,19.82490348815918,0.0,19.82490348815918,19.436023716567878,19.436023716567878,0.0,5700
2016-06-24,0.0,17.821659088134766,0.0,18.195428280071127,17.686465717974283,17.765991497508935,0.0,50700
2016-06-27,0.0,17.320646286010742,0.0,17.559222066882267,17.105927173129675,17.559222066882267,0.0,10600
2016-06-28,0.0,17.83756446838379,0.0,17.95685237874326,17.622050501728214,17.95685237874326,0.0,23500
2016-06-29,0.0,17.98070526123047,0.0,18.06182065229807,17.893226778263006,17.996609198911038,0.0,8900
2016-06-30,0.0,18.224056243896484,0.0,18.225645879537936,17.96559787033794,18.06818549184389,0.0,5700
2016-07-01,0.0,18.302783966064453,0.0,18.418096246047504,18.243140781707112,18.243140781707112,0.0,4500
2016-07-05,0.0,17.697595596313477,0.0,17.841536484421756,17.697595596313477,17.837560878835305,0.0,5300
2016-07-06,0.0,17.646703720092773,0.0,17.646703720092773,17.328602116376267,17.424031839077173,0.0,6200
2016-07-07,0.0,17.51150894165039,0.0,17.710322617599658,17.51150894165039,17.62682123773968,0.0,2500
2016-07-08,0.0,17.93299102783203,0.0,17.93299102783203,17.89402372143765,17.917087088262353,0.0,800
2016-07-11,0.0,18.269384384155273,0.0,18.31312363175853,18.24314174569002,18.24314174569002,0.0,5000
2016-07-12,0.0,18.52943229675293,0.0,18.635997036179496,18.521481085250915,18.60895806322358,0.0,5700
2016-07-13,0.0,18.559650421142578,0.0,18.712340364687403,18.537383390513575,18.712340364687403,0.0,3600
2016-07-14,0.0,18.871395111083984,0.0,18.88570941768303,18.79982206126066,18.79982206126066,0.0,1800
2016-07-15,0.0,18.736196517944336,0.0,18.744149245355274,18.736196517944336,18.744149245355274,0.0,600
2016-07-18,0.0,18.752103805541992,0.0,18.752103805541992,18.66462531229943,18.66462531229943,0.0,1100
2016-07-19,0.0,18.497617721557617,0.0,18.53897098719862,18.473759543247553,18.511932021812694,0.0,2000
2016-07-20,0.0,18.783918380737305,0.0,18.823680512603296,18.736202002304392,18.736202002304392,0.0,1600
2016-07-21,0.0,18.783918380737305,0.0,18.927062965551738,18.760060191520846,18.927062965551738,0.0,400
2016-07-22,0.0,18.760059356689453,0.0,18.760059356689453,18.760059356689453,18.760059356689453,0.0,500
2016-07-25,0.0,18.839584350585938,0.0,18.942966794636405,18.80220667571334,18.942966794636405,0.0,1900
2016-07-26,0.0,18.994659423828125,0.0,19.006587759403054,18.88729985316969,19.006587759403054,0.0,3100
2016-07-27,0.0,19.18949317932129,0.0,19.18949317932129,19.0622525623552,19.10201620317448,0.0,2300
2016-07-28,0.0,19.253114700317383,0.0,19.33264047013647,19.238005577633984,19.33264047013647,0.0,2600
2016-07-29,0.0,19.42011833190918,0.0,19.448746940701156,19.42011833190918,19.448746940701156,0.0,700
2016-08-01,0.0,19.340595245361328,0.0,19.443979212114275,19.292880385152,19.292880385152,0.0,4500
2016-08-02,0.0,19.157686233520508,0.0,19.253115950035433,19.157686233520508,19.253115950035433,0.0,700
2016-08-03,0.0,19.152118682861328,0.0,19.152118682861328,19.078159669682172,19.078159669682172,0.0,1700
2016-08-04,0.0,19.149734497070312,0.0,19.165639956256676,19.129058613590495,19.165639956256676,0.0,1100
2016-08-05,0.0,19.347753524780273,0.0,19.35650107235501,19.237213161149906,19.237213161149906,0.0,2400
2016-08-08,0.0,19.42011833190918,0.0,19.45988045710113,19.42011833190918,19.45988045710113,0.0,2100
2016-08-09,0.0,19.93146514892578,0.0,19.96089008992179,19.483737042654504,19.483737042654504,0.0,13900
2016-08-10,0.0,20.000659942626953,0.0,20.040423596751758,20.000659942626953,20.040423596751758,0.0,2600
2016-08-11,0.0,20.088134765625,0.0,20.179588878028227,20.07222930690408,20.07222930690408,0.0,5900
2016-08-12,0.0,20.07222557067871,0.0,20.127893149011978,20.07222557067871,20.127893149011978,0.0,2700
2016-08-15,0.0,20.16765594482422,0.0,20.215370793281487,20.159703217276725,20.215370793281487,0.0,2400
2016-08-16,0.0,20.215373992919922,0.0,20.27104157773561,20.11199155209478,20.11199155209478,0.0,6000
2016-08-17,0.0,20.108013153076172,0.0,20.127099397634186,19.91317661858702,20.080179362434865,0.0,3800
2016-08-18,0.0,20.207426071166992,0.0,20.207426071166992,20.11199633644673,20.11199633644673,0.0,2900
2016-08-19,0.0,20.080181121826172,0.0,20.127101161136547,20.061889693447295,20.061889693447295,0.0,1900
2016-08-22,0.0,20.080181121826172,0.0,20.080181121826172,20.080181121826172,20.080181121826172,0.0,0
2016-08-23,0.0,20.151752471923828,0.0,20.151752471923828,20.151752471923828,20.151752471923828,0.0,200
2016-08-24,0.0,20.07222557067871,0.0,20.207418910985684,20.064272842798566,20.207418910985684,0.0,1400
2016-08-25,0.0,19.930675506591797,0.0,19.96089527316175,19.913180411093233,19.96089527316175,0.0,1300
2016-08-26,0.0,19.730266571044922,0.0,20.111989938987747,19.730266571044922,19.984747805121604,0.0,4800
2016-08-29,0.0,19.849557876586914,0.0,19.849557876586914,19.77003361487042,19.77003361487042,0.0,800
2016-08-30,0.0,19.937034606933594,0.0,20.0086076495589,19.929081878105457,19.929081878105457,0.0,2700
2016-08-31,0.0,19.865463256835938,0.0,19.865463256835938,19.865463256835938,19.865463256835938,0.0,300
2016-09-01,0.0,19.889320373535156,0.0,19.889320373535156,19.889320373535156,19.889320373535156,0.0,300
2016-09-02,0.0,20.032468795776367,0.0,20.04837273895447,20.0205389423576,20.04837273895447,0.0,1800
2016-09-06,0.0,20.199464797973633,0.0,20.26308509982443,19.99269843775163,19.99269843775163,0.0,3200
2016-09-07,0.0,20.30205726623535,0.0,20.30205726623535,20.23923328384514,20.23923328384514,0.0,1200
2016-09-08,0.0,20.193105697631836,0.0,20.235253792526944,20.193105697631836,20.207420001857738,0.0,800
2016-09-09,0.0,19.80183982849121,0.0,19.96407214791346,19.80183982849121,19.96407214791346,0.0,400
2016-09-12,0.0,19.722314834594727,0.0,19.722314834594727,19.547359356576486,19.547359356576486,0.0,1100
2016-09-13,0.0,19.5998477935791,0.0,19.849557120864198,19.595075852672814,19.849557120864198,0.0,3100
2016-09-14,0.0,19.682552337646484,0.0,19.682552337646484,19.547358988189536,19.547358988189536,0.0,3100
2016-09-15,0.0,19.71436309814453,0.0,19.76764470962313,19.5632642930248,19.5632642930248,0.0,4400
2016-09-16,0.0,19.261064529418945,0.0,19.331842742100275,19.261064529418945,19.32468483233123,0.0,7800
2016-09-19,0.0,19.42011833190918,0.0,19.439204576713113,19.41216560350522,19.41216560350522,0.0,2000
2016-09-20,0.0,19.54497528076172,0.0,19.54497528076172,19.54497528076172,19.54497528076172,0.0,500
2016-09-21,0.0,19.75412368774414,0.0,19.75412368774414,19.547357317026606,19.59109656117443,0.0,9300
2016-09-22,0.0,20.098468780517578,0.0,20.22491305243899,20.080177355569457,20.080177355569457,0.0,2600
2016-09-23,0.0,20.000659942626953,0.0,20.000659942626953,20.000659942626953,20.000659942626953,0.0,500
2016-09-26,0.0,19.642791748046875,0.0,19.69845933449983,19.642791748046875,19.67778193562989,0.0,1300
2016-09-27,0.0,19.586326599121094,0.0,19.586326599121094,19.422504638282042,19.434432972680515,0.0,3800
2016-09-28,0.0,19.69050407409668,0.0,19.773210625287938,19.68255134607893,19.773210625287938,0.0,1100
2016-09-29,0.0,19.41773223876953,0.0,19.762077944024426,19.41773223876953,19.762077944024426,0.0,3900
2016-09-30,0.0,19.881366729736328,0.0,19.881366729736328,19.579170622848615,19.579170622848615,0.0,9800
2016-10-03,0.0,19.75412368774414,0.0,19.75412368774414,19.70958962587078,19.71436156587942,0.0,3100
2016-10-04,0.0,19.851945877075195,0.0,19.99270601893911,19.79389231066222,19.99270601893911,0.0,1300
2016-10-05,0.0,19.952144622802734,0.0,19.97679762635062,19.913177314543017,19.913177314543017,0.0,3700
2016-10-06,0.0,19.849557876586914,0.0,19.876596853647992,19.76208088533316,19.76208088533316,0.0,3100
2016-10-07,0.0,19.722314834594727,0.0,19.722314834594727,19.61893239686301,19.68255270858127,0.0,900
2016-10-10,0.0,19.889320373535156,0.0,19.90920143781402,19.889320373535156,19.90522583168944,0.0,2000
2016-10-11,0.0,19.62688636779785,0.0,19.746174270216933,19.62688636779785,19.698459412614895,0.0,1200
2016-10-12,0.0,19.48373794555664,0.0,19.48373794555664,19.474195581909843,19.474195581909843,0.0,5300
2016-10-13,0.0,19.396257400512695,0.0,19.428068309624642,19.149728922205643,19.149728922205643,0.0,5200
2016-10-14,0.0,19.555315017700195,0.0,19.607801820659486,19.53145682841757,19.607801820659486,0.0,3600
2016-10-17,0.0,19.412166595458984,0.0,19.420119324269322,19.412166595458984,19.420119324269322,0.0,1200
2016-10-18,0.0,19.610980987548828,0.0,19.610980987548828,19.603028258445573,19.610980987548828,0.0,400
2016-10-19,0.0,19.610980987548828,0.0,19.610980987548828,19.610980987548828,19.610980987548828,0.0,200
2016-10-20,0.0,19.650739669799805,0.0,19.650739669799805,19.491689666113533,19.491689666113533,0.0,800
2016-10-21,0.0,19.571218490600586,0.0,19.58791876635479,19.53145484583251,19.53145484583251,0.0,1600
2016-10-24,0.0,19.658695220947266,0.0,19.889319807132747,19.658695220947266,19.889319807132747,0.0,4000
2016-10-25,0.0,19.666643142700195,0.0,19.706406777234136,19.666643142700195,19.706406777234136,0.0,4000
2016-10-26,0.0,19.571218490600586,0.0,19.571218490600586,19.571218490600586,19.571218490600586,0.0,300
2016-10-27,0.0,19.634836196899414,0.0,19.639606620175467,19.634836196899414,19.6380169846927,0.0,800
2016-10-28,0.0,19.642791748046875,0.0,19.65869568929917,19.595075373806086,19.595075373806086,0.0,1000
2016-10-31,0.0,19.650739669799805,0.0,19.666645125216746,19.563262698662058,19.603024820376696,0.0,1200
2016-11-01,0.0,19.650739669799805,0.0,19.650739669799805,19.650739669799805,19.650739669799805,0.0,0
2016-11-02,0.0,19.3604736328125,0.0,19.420118337445274,19.340592570210855,19.420118337445274,0.0,1700
2016-11-03,0.0,19.22130584716797,0.0,19.288106949650928,19.22130584716797,19.28174537327006,0.0,3200
2016-11-04,0.0,19.10201644897461,0.0,19.165636758276303,19.10201644897461,19.157684030010113,0.0,500
2016-11-07,0.0,19.40421485900879,0.0,19.436025775877006,19.327871388815467,19.356500000534464,0.0,2700
2016-11-08,0.0,19.507596969604492,0.0,19.531453638162276,19.49964424114261,19.531453638162276,0.0,1100
2016-11-09,0.0,19.555315017700195,0.0,19.571220477221946,19.32150961658041,19.32150961658041,0.0,900
2016-11-10,0.0,19.46306610107422,0.0,19.682555678734047,19.372406801908685,19.682555678734047,0.0,4600
2016-11-11,0.0,19.436023712158203,0.0,19.51316350886212,19.412165527040305,19.412165527040305,0.0,2700
2016-11-14,0.0,19.276975631713867,0.0,19.320714887185048,19.197449850568816,19.197449850568816,0.0,4800
2016-11-15,0.0,19.300827026367188,0.0,19.342975114309684,19.18153915505824,19.18153915505824,0.0,2100
2016-11-16,0.0,19.117921829223633,0.0,19.117921829223633,19.117921829223633,19.117921829223633,0.0,500
2016-11-17,0.0,19.133825302124023,0.0,19.197445609619944,19.11394424043676,19.125872574083562,0.0,4100
2016-11-18,0.0,18.990680694580078,0.0,19.04634979515349,18.958871296794598,19.04634979515349,0.0,1200
2016-11-21,0.0,19.070207595825195,0.0,19.173591557625112,19.044759772721275,19.173591557625112,0.0,6100
2016-11-22,0.0,19.070207595825195,0.0,19.070207595825195,19.070207595825195,19.070207595825195,0.0,0
2016-11-23,0.0,18.911951065063477,0.0,18.974776558999388,18.847535935509978,18.974776558999388,0.0,5700
